 2.75185E+01	 4.89000E+02
 2.83130E+01	 4.87600E+02
 2.91074E+01	 4.87800E+02
 2.99017E+01	 4.88400E+02
 3.06959E+01	 4.88800E+02
 3.14899E+01	 4.86400E+02
 3.22839E+01	 4.85600E+02
 3.30778E+01	 4.88200E+02
 3.38716E+01	 4.86800E+02
 3.46653E+01	 4.88400E+02
 3.54588E+01	 4.86600E+02
 3.62523E+01	 4.86800E+02
 3.70457E+01	 4.86000E+02
 3.78390E+01	 4.88800E+02
 3.86322E+01	 4.87000E+02
 3.94253E+01	 4.81400E+02
 4.02183E+01	 4.84200E+02
 4.10111E+01	 4.85600E+02
 4.18039E+01	 4.86000E+02
 4.25966E+01	 4.81200E+02
 4.33892E+01	 4.83600E+02
 4.41817E+01	 4.83200E+02
 4.49741E+01	 4.84600E+02
 4.57664E+01	 4.88400E+02
 4.65586E+01	 4.87200E+02
 4.73507E+01	 4.82000E+02
 4.81427E+01	 4.83400E+02
 4.89345E+01	 4.84800E+02
 4.97263E+01	 4.85200E+02
 5.05180E+01	 4.83200E+02
 5.13096E+01	 4.85000E+02
 5.21011E+01	 4.88200E+02
 5.28925E+01	 4.83200E+02
 5.36838E+01	 4.85400E+02
 5.44750E+01	 4.82200E+02
 5.52661E+01	 4.80200E+02
 5.60571E+01	 4.82000E+02
 5.68480E+01	 4.87800E+02
 5.76388E+01	 4.84800E+02
 5.84295E+01	 4.84000E+02
 5.92201E+01	 4.84800E+02
 6.00106E+01	 4.86000E+02
 6.08010E+01	 4.84200E+02
 6.15913E+01	 4.86000E+02
 6.23815E+01	 4.81400E+02
 6.31716E+01	 4.86400E+02
 6.39616E+01	 4.84400E+02
 6.47515E+01	 4.87200E+02
 6.55414E+01	 4.89600E+02
 6.63311E+01	 4.84400E+02
 6.71207E+01	 4.87600E+02
 6.79102E+01	 4.93600E+02
 6.86996E+01	 4.92400E+02
 6.94889E+01	 4.98400E+02
 7.02781E+01	 5.03200E+02
 7.10672E+01	 5.22400E+02
 7.18562E+01	 5.30600E+02
 7.26452E+01	 5.53600E+02
 7.34340E+01	 5.76400E+02
 7.42227E+01	 6.18400E+02
 7.50113E+01	 6.77400E+02
 7.57998E+01	 7.42800E+02
 7.65883E+01	 8.32000E+02
 7.73766E+01	 9.17000E+02
 7.81648E+01	 1.00480E+03
 7.89529E+01	 1.02460E+03
 7.97409E+01	 1.02960E+03
 8.05289E+01	 1.03860E+03
 8.13167E+01	 1.03440E+03
 8.21044E+01	 1.08900E+03
 8.28920E+01	 1.11760E+03
 8.36796E+01	 1.10980E+03
 8.44670E+01	 1.09620E+03
 8.52543E+01	 1.06380E+03
 8.60416E+01	 1.02260E+03
 8.68287E+01	 9.84800E+02
 8.76157E+01	 9.77200E+02
 8.84027E+01	 9.65600E+02
 8.91895E+01	 9.64600E+02
 8.99762E+01	 9.68600E+02
 9.07629E+01	 9.64400E+02
 9.15494E+01	 9.62200E+02
 9.23359E+01	 9.43200E+02
 9.31222E+01	 9.62200E+02
 9.39084E+01	 9.87800E+02
 9.46946E+01	 9.75400E+02
 9.54806E+01	 9.42600E+02
 9.62666E+01	 9.39400E+02
 9.70524E+01	 9.23200E+02
