Pico;Regiao;Posicao_cm-1;Amplitude;FWHM_cm-1;Area
1;1;81,98756105875721;244,0067515320984;5,176121348157071;1344,4423971538401
2;1;94,02942238760586;193,76864419792162;6,491913522984428;1339,0356313665397
3;1;107,11525796414391;293,47604547037673;4,713748139133778;1472,5665783317054
4;1;134,31239959586892;572,6534800604508;11,806130464208362;7196,732981092394
5;1;154,05888299060248;84,95888106477823;8,167990191665364;738,6860518509471
6;1;174,34625345520382;250,25077323951132;7,442309948326986;1982,5268970873037
7;1;215,93399609339744;170,29097797347097;23,73694931392273;4302,812772288016
8;1;233,30325148555332;87,60845326477204;15,134042417900202;1411,3569519668577
9;1;249,57956357569225;166,59485141572895;6,949913243140081;1232,4714445398465
10;1;279,60581150397667;28,740042624113133;7,956125734538249;243,40245417257375
11;1;296,9044636270094;37,796894091238016;7,640634956202277;307,41246392554
12;1;312,5616538426296;104,01633365565797;14,945008343415784;1654,7546518978106
13;2;339,8824590089588;64,71133903835647;9,002967283239817;620,1574503248432
14;2;375,88108846970346;123,29785845235914;18,342720236698522;2407,438395817639
15;2;435,4816488040099;345,3985207715302;17,575514423378284;6461,9623857423385
16;2;469,99977769305195;58,15355693123148;8,97279357794284;555,4434721448018
17;2;520,9455052406929;41,16252504033135;31,61626254357778;1385,314705130805
18;2;535,9380616746961;37,38817983283285;11,751367732348715;467,6906059125578
19;2;628,6451646269528;38,368406176173224;22,98847677593811;938,9011299891126
20;2;678,229715834178;10,734954510879373;24,02007899292257;274,4798999858508
21;2;699,1843418894007;18,96038817432934;8,975705267546646;181,15557955442998
22;2;728,5731708454932;87,41114558621928;10,428799474293506;970,3692728245005
23;2;748,8544181803011;228,6613023036322;10,403303483631799;2532,210746127767
24;2;784,2586584945109;108,47364432967711;10,378369260760284;1198,3653880254835
25;2;812,01709712928;112,64687964619031;7,941194265877119;952,2278812900513
26;3;841,9627452259537;1138,4894770629458;7,5858591272091775;9193,263353938442
27;3;853,3955758239375;76,52400875973184;9,686994025675402;789,0829357431195
28;3;870,1098607036535;159,07272433455185;9,480843442268627;1605,382783383121
29;3;879,1475593461323;90,69295698986596;6,5689624226297765;634,1708076902532
30;3;905,8751164296854;284,28639587437436;10,242276783651297;3099,4775322695737
31;3;935,0995409338921;1437,7103780282498;6,420121022649028;9825,406553111447
32;3;963,175162236173;1712,99526513011;4,878412021024207;8895,50374304073
33;3;972,1820943963804;673,3060353996526;12,108359645098782;8678,281361891106
