Pico;Regiao;Posicao_cm-1;Amplitude;FWHM_cm-1;Area
1;1;84,9056724343285;73,8356096679329;10,723396749737082;842,8186687300566
2;1;91,95148534905354;259,76636405928303;5,029495382809111;1390,7313236157327
3;1;108,30496905056621;110,05685670336975;12,341785243321056;1445,875827136519
4;1;126,63471153934697;897,9380945075807;10,910908936259993;10429,013623960669
5;1;171,08804852059785;302,99661892444254;12,112235948499208;3906,5915984965354
6;1;203,31628438804384;143,2182773716199;11,338226478521108;1728,5401849912118
7;1;222,693841527377;226,81813313247775;18,86072329524794;4553,779757378803
8;1;247,02508630573374;140,74748502045276;13,415270068773772;2009,9070355277406
9;1;274,31329126199716;98,51231264654254;8,274286846622092;867,6748196759605
10;1;309,9750976629534;173,4410370912081;15,935641963370415;2942,0993385288675
11;1;338,89257926833653;79,23608129420195;11,1395547222455;939,5647767950577
12;1;349,563633470907;26,607165035108125;5,3498246025880345;151,52142780100817
13;1;357,41406523322934;34,763742580907554;9,706850767533261;359,20368659913373
14;1;372,111116463704;133,236151807365;9,77556341140299;1386,4358667475503
15;2;426,9482611937916;272,22636633375436;21,34543999521257;6185,448633244409
16;2;528,985047459149;71,97066776354504;11,436367561138084;876,1521766802329
17;2;744,4754573171348;384,14262785684207;11,418469790945771;4669,133777453168
18;2;779,0818709187379;76,44730464832917;10,6105470257206;863,4473468076062
19;2;806,5473728102731;55,28441890259826;7,5461002679843645;444,0800136198214
20;2;836,0311020945552;1037,2088470285416;7,970529079315231;8800,133693872067
21;2;847,7690007838207;57,44420822072066;32,907276539427194;2012,213672652431
22;2;851,1172241798539;9,275957842753584;2,514499141463639;24,828253154882432
23;2;871,9183783305867;168,28485930804226;9,783205116686227;1752,5164782305299
24;2;899,9851782554994;343,067639978972;10,035248277375583;3664,7451910360996
25;2;929,5893454820912;1614,293507111608;6,009249313942069;10326,154759198507
26;2;955,1869999999994;56,219124823790345;55,20402295545567;3303,6247827687807
27;2;961,1406560864048;2215,9193997128687;7,895032641610659;18622,749289576703
