Pico;Regiao;Posicao_cm-1;Amplitude;FWHM_cm-1;Area
1;1;81,85867998295497;406,49328308356473;4,801045603133404;2077,4238434709496
2;1;93,67765538582137;304,92023347980904;6,258344280498535;2031,3352329925801
3;1;106,53989164929231;420,5977024539664;4,431369266520545;1983,9957814337115
4;1;132,7780422563741;876,8867358583532;11,254441896066558;10505,176928594277
5;1;151,23763274092897;64,19244322810704;11,68747684781871;798,6207248347515
6;1;172,78563822679084;398,220397050836;8,107584810452567;3436,7734800097705
7;1;205,6927690466377;127,86355393676783;11,848259664006369;1612,6393096442125
8;1;216,86994764261127;97,43334909232415;9,326619744057531;967,3147461899193
9;1;227,39291758175773;144,35380249097472;18,090821236655515;2779,856755629051
10;1;248,7513933436844;273,50607769744425;6,937348209013508;2019,7442583999339
11;1;293,9973404323053;47,49186872808362;7,366617250165157;372,4116611644092
12;1;312,8612111839899;141,20735642973216;17,416486326716193;2617,9043382000823
13;1;339,7418938193061;94,70203830824784;9,784811831169357;986,3878449805403
14;2;376,1368429890276;151,00430004742864;14,90369647413952;2395,6271084830623
15;2;433,21098753872843;491,3957140798572;17,00078788477863;8892,754849795563
16;2;463,26045815937346;71,4757071300263;10,07528567381558;766,5698546512372
17;2;501,42401052618595;36,111333828526355;14,16963412269084;544,6757918845308
18;2;517,7535931910814;67,43583825453811;14,13970625710763;1015,0023663339011
19;2;533,8161865461338;83,97340204650067;12,553311222830743;1122,1113399931678
20;2;624,1567019915173;31,63817703998271;23,943249999330792;806,3627534240123
21;2;695,696691575969;32,23028880988174;12,622587996744526;433,0604384026058
22;2;726,397857777176;108,76985685115335;11,110345371859202;1286,3881283683584
23;2;747,5814707466807;347,8213993497807;10,214962520291431;3782,0649479521185
24;2;782,7275799220272;160,93108736747772;10,643373323042185;1823,2874737419913
25;2;810,4844758816623;149,33406058827964;8,22524976743264;1307,5065582938346
26;2;840,3020705790158;1507,7131602644213;7,184842582615538;11531,130575844907
27;2;844,3240000000001;149,31037406490537;20,244127127562262;3217,547347422392
28;2;869,9969200909189;200,1907159113052;15,095962740627133;3216,9229197740383
29;3;904,2160008240429;342,40653774770345;9,523597769811575;3471,1949075132347
30;3;933,7535880187236;2066,0127247665187;6,176480499675663;13583,446410078963
31;3;951,7611295215696;60,71943355605998;5,016816137958614;324,25882397355906
32;3;962,9491079959873;2132,4724379166905;6,72099721689324;15256,434514704219
