Pico;Regiao;Posicao_cm-1;Amplitude;FWHM_cm-1;Area
1;1;80,179709948884;273,84456784235545;4,950659266836184;1443,1220886951976
2;1;90,66179390368683;146,67934878170135;5,435951664515942;848,7513275682265
3;1;103,6869670839921;253,6320267721623;5,4325732551893005;1466,7145168509662
4;1;123,75240789337091;829,9097504080116;10,276552577751964;9078,502607141414
5;1;160,12309582743077;141,6904895617322;6,991131606356599;1054,4453733686144
6;1;168,8885265929562;207,5833477344558;9,852074555004453;2176,988366962868
7;1;201,9304553419348;133,0364373679415;15,101623791854262;2138,602943798798
8;1;222,33033989490664;167,38963468902026;15,976608962805713;2846,7483283840497
9;1;245,09220637028082;180,14064093022503;10,033429631184395;1923,9643465817187
10;1;307,22719174476777;119,76519682091867;17,028461590244806;2170,910672287791
11;2;338,07330457408995;73,35706213265189;10,346093436184079;807,893721922345
12;2;370,8310467566999;115,60320286420014;12,79975081214299;1575,0969426581592
13;2;424,8615772275219;288,222950122664;21,268267324570388;6525,241303908515
14;2;480,6468411294161;27,727643032609645;17,467040043704525;515,546896935252
15;2;480,7620130549355;6,402736408410315;6,619952082311884;45,11867900701109
16;2;496,82302988659137;33,84869141413389;16,72332831539716;602,5602889732291
17;2;527,4576741230967;43,20854275307314;11,293563348219003;519,441350374648
18;2;600,5119178795823;24,33627125003522;26,926449159965216;697,5398608390606
19;2;687,5776760992775;22,09369751955568;11,990078367120022;281,9852114319504
20;2;717,8438739330891;64,12802901806015;9,022975047169774;615,9331168498999
21;2;743,1136819708995;226,4666785941596;11,344692393153762;2734,846417372718
22;2;777,1341436239858;98,10592036840545;11,428607638740255;1193,5055597512558
23;2;805,3895520425219;85,98648904440209;8,988660138403011;822,7371037022097
24;2;834,9324162148823;754,6862704598408;8,533595008607461;6855,425006242904
25;2;852,6349375741917;95,32762559472249;11,097958223588648;1126,1539604944978
26;2;868,3052355933986;139,1496822973619;11,779779303553344;1744,83867942244
27;3;898,6422893807586;298,17514986297016;9,708088159269003;3081,3502384675357
28;3;928,0761763413445;1286,1633419902332;6,505069567682107;8906,026431519018
29;3;958,7534532210698;1776,153171742524;7,28614895725307;13775,721951297002
