Pico;Regiao;Posicao_cm-1;Amplitude;FWHM_cm-1;Area
1;1;82,68280893970974;335,51895590762183;8,377437687495268;2992,0178136631785
2;1;96,28626110351883;307,53919277592576;8,965686784053796;2935,079978244303
3;1;109,94212332777765;327,00069964066626;5,050528970771829;1758,0104632000014
4;1;127,77278128806586;114,63157502880424;7,86873534039479;960,1633065346209
5;1;142,18559844394073;820,7642699528171;9,144111613376671;7989,063399883057
6;1;155,69541318215826;85,16517416042848;12,889299006157675;1168,4960388477818
7;1;180,90262697505324;320,43581647564304;8,464977179677918;2887,372073992292
8;1;210,93990638494637;64,2758229948315;11,019359809378473;753,9454371696255
9;1;227,55747438435324;168,77430403960759;14,962000952582502;2688,016380257601
10;1;241,4559984904384;84,3349594143269;7,040071206676522;632,0051236799778
11;1;252,9699475888776;256,093149423342;10,673929575602479;2909,766913206698
12;1;303,3881267842929;88,10716989668289;9,174698110754884;860,4763559949541
13;1;319,80496096254103;186,44711464283452;12,667970428522322;2514,1930109190225
14;1;341,45609892190447;73,1703868606743;13,086055432440926;1019,2483425109675
15;1;374,4803248858426;57,70857706882093;11,784950179228266;723,9424177863282
16;1;389,9732160442365;40,81359864869016;18,56276830186808;806,4613163403095
17;1;448,42101986342436;411,84563796990426;19,78339236515821;8673,035860082628
18;1;488,84653908847775;74,80415173177026;10,392332909238673;827,5126853895214
19;2;515,8841537136713;15,49018687910699;5,220415421677076;86,07908229741504
20;2;527,4922525127193;50,55846837355852;11,458551345416987;616,6795276372187
21;2;547,3322286238212;64,81144626661286;22,751749211713545;1569,648508870084
22;2;623,8049426216867;19,165841181960673;19,39221359227233;395,6317873429343
23;2;632,3941336099723;11,742866178958806;6,45508222918843;80,68852893225821
24;2;637,2554242939342;10,105810660558726;3,2161080321128326;34,596940358374425
25;2;641,3788478162949;7,147173988761947;1,6812559965442766;12,790988484822792
26;2;646,6404212276504;21,394720180723933;19,741758562894933;449,6021238332248
27;2;660,6850000248169;3,1671429493613625;188,38399793568712;635,1079983738758
28;2;665,2915241790207;6,739342945853458;1,6812796182925547;12,061280347531666
29;2;684,860036218863;6,32133244675556;29,70238991630682;199,8646249843655
30;2;707,0776099854864;23,60886303138197;9,865675121189764;247,9349719436676
31;2;740,0864334123764;89,33672325382695;13,036474090399942;1239,727034777473
32;2;755,0555182392536;341,722370545587;10,688803576239655;3888,108840958186
33;2;790,4081473545846;129,2217627237428;14,226923047574818;1956,9627110679196
34;2;818,4808478650106;101,53192812288331;7,92316037047978;856,3217740283625
35;3;848,1347692993227;1601,756357437431;7,2704401535358585;12396,328240774152
36;3;858,488238021114;129,78067608818412;10,145983631872351;1401,6516630990168
37;3;877,0966599651911;329,67777350297763;8,505185648429025;2984,7597066215267
38;3;911,218234129113;297,93955714446827;9,830849510327761;3117,8493218461667
39;3;940,6469350397143;1917,0113871543763;6,070259536887231;12387,04911538684
40;3;967,093205229666;2610,8518333244747;5,930412980732924;16481,740458397217
41;3;977,7994968585131;246,65570777545415;12,21715895177435;3207,7262720561475
