Pico;Regiao;Posicao_cm-1;Amplitude;FWHM_cm-1;Area
1;1;80,35559900687366;193,79566655061905;4,798984554444918;989,9866104071218
2;1;91,32815697661755;328,6262689790351;5,782003147490605;2022,630290769234
3;1;103,72138240609965;281,0514636237354;5,350681028692869;1600,7769435007892
4;1;123,0309124315558;406,14807463522175;9,526063872258236;4118,449972933424
5;1;166,33413578415747;144,31131023036207;15,173023936649487;2330,818302843332
6;1;199,9247226700755;225,1020119887982;7,736366443887613;1853,7549186240374
7;1;216,40798580615734;442,97666949742376;17,49604489844172;8250,051225678568
8;1;230,04708648987955;189,8230344295685;7,595079697693894;1534,6775992027926
9;1;243,99528524340002;66,87437939287472;9,05592415099533;644,6566219532914
10;1;268,55958993089564;109,94117087241088;7,0907617382672825;829,8300499156294
11;1;307,01251266443387;475,08550218689993;13,55861441397066;6856,8238844601865
12;1;328,55262374387786;138,15303120025388;8,13313335985812;1196,0634488213836
13;1;337,5720913993412;96,0741567123861;7,724790686855991;790,0038516223742
14;2;370,76542326087724;158,4555473645552;14,826153886257236;2500,7591041162236
15;2;424,59713029634514;139,2200385033482;19,28008769541517;2857,239606056844
16;2;469,27036293965364;43,40608073158033;15,14147907000363;699,6080232738184
17;2;527,0324333982521;213,30504631283094;13,303409318774733;3020,647105179542
18;2;596,138604027985;44,63775268270732;23,889386275616204;1135,1237787351447
19;2;688,6165514320113;87,50323246070246;9,568170233620423;891,2281534297822
20;2;717,5850907294694;245,61046413425737;10,51147931570502;2748,1891008079074
21;2;743,2048157221714;433,24891130276944;11,024874789716316;5084,485966083424
22;2;777,1150193023857;47,59460166406718;9,010975798576998;456,5259056810645
23;2;805,7276574391915;145,94012658813065;8,723016860008553;1355,118697407248
24;2;835,102349159464;985,5658423095973;8,349096996743967;8759,131711938895
25;2;852,8058282009886;127,96645989946873;7,867084085132461;1071,6324469695294
26;2;855,3380000000001;89,36145442635781;36,432354613325856;3465,5596319886527
27;3;898,3833505975099;187,05634706438238;9,910598660001082;1973,3687445133626
28;3;927,9175455184841;1487,053004731192;6,5135560393824266;10310,518595257156
29;3;958,6426556362205;1989,1629034331536;7,4228206595423964;15717,201687714629
